시군구코드,시군구명,"WGS84좌표, X좌표값","WGS84좌표, Y좌표값",조사일시,월요일,화요일,수요일,목요일,금요일,토요일,일요일,1~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60세이상,1~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60세이상,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
41590,화성시,127.07223,37.20168,201509,2712.769231,3708.205128,3975.282051,3226.641026,3295.384615,2387,1711.589744,316.0769231,792.2564103,791,1113,1483.102564,1563.692308,1379.358974,867.6410257,626.0512821,519.2564103,419.4615385,265.1025641,565.3846154,1000.820513,1129.871795,1054.48718,954.3333333,1063.282051,677.7435898,527.3333333,357.7179487,465.7692308,571.3076923,411.9230769,288.6153846,171.4102564,154.7179487,169.7948718,183.4358974,259.8974359,372.2564103,725.8461539,977.8461539,1132.205128,1087.871795,1241.871795,1254.25641,1272.923077,1319.230769,1517.205128,1628.307692,1579.846154,1403.769231,1344.179487,1135.974359,812.1794872
41590,화성시,127.01294,37.208035,201509,0.129482522,0.165891279,0.176723243,0.138644358,0.147830054,0.11838811,0.099420245,0.031183648,0.020303966,0.020041518,0.019063301,0.034404606,0.034189875,0.047407734,0.050819564,0.045403582,0.03476249,0.058907748,0.050366243,0.024383847,0.021568491,0.02340563,0.044878685,0.049125578,0.056879737,0.04953118,0.061174348,0.046190927,0.071242825,0.011857898,0.007420133,0.004557059,0.003889009,0.00317324,0.005726148,0.010712669,0.02204567,0.04067951,0.048886989,0.055519777,0.054016663,0.052561267,0.057571646,0.063584102,0.065922279,0.071362119,0.076873537,0.081430596,0.072459631,0.058573722,0.0499845,0.035191951,0.022379695
41590,화성시,127.06744,37.205986,201509,58.18041602,78.65818385,82.17396631,66.96811954,73.57905246,54.18441203,41.77927332,17.27044883,11.89336978,11.72161171,15.78772104,21.70110589,24.60697195,27.62500655,18.9564821,14.60644617,10.68405278,13.72662424,24.68058255,12.44019138,16.51331124,19.6294933,30.34158821,36.3040468,37.3240794,24.58594035,15.28296264,11.24139018,16.66053243,5.107173524,2.530802529,1.489738331,0.767653399,0.883327198,1.465201464,3.042571461,7.287449386,18.1467655,20.0816727,24.59295089,25.57092028,25.31503582,30.74118861,33.6750968,34.0116024,36.17084666,37.555427,38.50184899,32.5288746,26.98354275,21.92894822,17.14075397,10.00403105
41590,화성시,127.03283,37.209267,201509,0.106891292,0.143046343,0.151330965,0.121832028,0.127460762,0.099612192,0.079479906,0.007639776,0.010710988,0.023531386,0.037870995,0.039324629,0.044024348,0.0489208,0.053784463,0.050002829,0.033072909,0.047784124,0.004623212,0.010088002,0.027498823,0.030602824,0.025301978,0.0252364,0.033542881,0.034275163,0.0343626,0.029444289,0.031925303,0.011104453,0.007869298,0.006579607,0.005257128,0.005224339,0.008087889,0.011694651,0.019356286,0.031127444,0.04475663,0.055096013,0.055445759,0.048866152,0.051237871,0.051882716,0.052505702,0.055369252,0.063817818,0.06428779,0.054363731,0.042658151,0.036155051,0.027892288,0.019017469
41590,화성시,127.04446,37.2165,201509,121.9810863,157.5654704,171.156644,137.7546072,142.0950534,104.9587779,76.842871,40.59165859,32.74733269,26.3942774,28.2371484,46.70223085,47.46605238,43.46508245,42.14354995,36.65130941,17.89524733,24.34529583,42.20417071,28.64936955,27.12172648,30.32250243,48.53297769,55.96508245,68.28322018,61.93016489,43.79243453,27.32783705,35.96023279,11.65130941,6.947138701,4.316197866,3.855480117,1.93986421,4.789039767,6.146944714,16.56159069,29.1585839,37.9485936,48.30261882,52.52182347,49.45441319,56.46217265,61.1057226,68.18622697,71.56886518,78.56450049,80.39524734,66.53734239,53.12803104,45.82929195,34.12948594,22.85402522
41590,화성시,126.9361,37.184814,201509,70.38051525,89.22124639,97.31279242,78.76951855,79.2210162,49.3318721,39.11917243,1.66434426,4.175025282,9.040576374,16.26453869,23.32560775,29.22871813,37.07769484,37.12727105,38.52602846,24.91558769,27.85120767,1.853796213,8.488155726,16.73905387,10.31893441,11.68405082,11.94786709,19.82517306,21.91091513,23.59827691,15.45715467,16.84705919,3.969638118,2.732003397,1.887437214,1.899831267,1.598832837,2.733773976,4.962932937,11.1971416,18.80886072,29.0463485,36.6846263,38.71370984,37.03697152,38.66767478,37.38046385,38.29408261,37.9665255,40.31431325,36.12689392,27.16422302,21.21153642,16.07331616,11.57073377,7.314261849
41590,화성시,126.97724,37.18814,201509,0.309872613,0.394887094,0.436799214,0.337365246,0.374399326,0.229248368,0.162009464,0.008741448,0.047570646,0.068604755,0.064234031,0.128350988,0.125677823,0.139238774,0.151063143,0.145189983,0.123141242,0.108116879,0.005853648,0.108097366,0.108682731,0.044702359,0.043297483,0.051551127,0.072468162,0.088292524,0.097033972,0.073502307,0.0702828,0.024878004,0.016448751,0.010341445,0.01047803,0.009385349,0.0150829,0.026009709,0.049463326,0.082029121,0.126497333,0.15482899,0.167804576,0.174731393,0.177365534,0.165755799,0.164799703,0.164370436,0.164624094,0.157228985,0.114946135,0.089443741,0.07777547,0.058790138,0.041502364
41590,화성시,126.94706,37.211746,201509,0.034065211,0.046576132,0.069004245,0.061278544,0.047019978,0.008114067,0.005936446,0.001137356,0.026658524,0.045646828,0.001914088,0.001123486,0.002912742,0.002718559,0.00485457,0.004480075,0.004521685,0.002857261,0.000610289,0.058032917,0.061139842,0.002718559,0.001303799,0.004646517,0.004993272,0.003869786,0.003869786,0.001775386,0.002288583,0.001789256,0.00138702,0.001262188,0.001276058,0.000832212,0.000915433,0.001886347,0.001830866,0.003425939,0.011734189,0.018946693,0.022705517,0.025451817,0.025909534,0.023523859,0.02495249,0.024009316,0.022109099,0.013634407,0.011886761,0.01038878,0.009473347,0.008030846,0.004632647
41590,화성시,126.71416,37.321087,201509,0.129497698,0.173326575,0.200629217,0.169782656,0.154124319,0.052182401,0.025132896,0.0002893,0.002676021,0.007485625,0.046107111,0.072505692,0.118902103,0.096409065,0.076519723,0.091454811,0.058800127,0.039887171,0.000108487,0.001374173,0.004664955,0.022565363,0.020504103,0.010414783,0.020359454,0.033703394,0.02578382,0.009583047,0.007738762,0.00310997,0.003182295,0.001446498,0.001301848,0.001084873,0.004520305,0.009112935,0.020070154,0.04046577,0.067406788,0.081582465,0.083643724,0.073771378,0.08122084,0.076555885,0.079087256,0.074422302,0.075941124,0.04683036,0.027049505,0.023288611,0.016562398,0.00875131,0.004267168
41590,화성시,126.90717,37.095413,201509,0.037858906,0.050985823,0.05484984,0.045969437,0.046249391,0.028654602,0.022023597,0.001132837,0.001552769,0.005577922,0.015233083,0.021724111,0.019691189,0.020150183,0.019805124,0.020710091,0.013999332,0.013543592,0.001411164,0.002125698,0.007353678,0.009127805,0.008864127,0.007633632,0.008029148,0.012763953,0.011010985,0.009165241,0.009697479,0.001897828,0.00151696,0.001163763,0.001127955,0.000970073,0.001992231,0.003785891,0.008486515,0.012762325,0.018197015,0.023107605,0.02232471,0.021107236,0.021087704,0.021675282,0.022772311,0.022996926,0.02371146,0.016339878,0.012436797,0.01054548,0.007513186,0.005384233,0.003688232
