상권명,다중지역정보,업종정보,점포수,위도,경도,wkt,price_202106_max,pop_202106_max,strc_202106_max,price_202106_min,pop_202106_min,strc_202106_min,price_202106_mean,pop_202106_mean,strc_202106_mean
소사로_3,"{""type"":""Polygon"",""coordinates"":[[[126.796253517,37.471409737],[126.79718661,37.47140515],[126.797497175,37.471403239],[126.797506636,37.470812027],[126.796789149,37.470523718],[126.796368581,37.470354605],[126.796365613,37.470359205],[126.796119314,37.470740945],[126.796095807,37.470777375],[126.795989543,37.470955215],[126.79596984,37.470988181],[126.795932734,37.471056266],[126.795889117,37.471153563],[126.795849554,37.471260579],[126.79581533,37.47135763],[126.795802923,37.471411056],[126.795793914,37.471449853],[126.79578156,37.471503072],[126.795758828,37.471702331],[126.795758732,37.471883353],[126.795758578,37.472162364],[126.795758399,37.472506031],[126.795758394,37.472513831],[126.795758296,37.472685602],[126.795758643,37.473363114],[126.795758649,37.473364348],[126.79575865,37.473364943],[126.795758653,37.473370147],[126.795758893,37.473844531],[126.795758899,37.473855619],[126.795759042,37.474132941],[126.795759082,37.474180509],[126.795760088,37.475204373],[126.795760102,37.475218491],[126.795760439,37.475568096],[126.795760441,37.475569608],[126.795760512,37.475646473],[126.795760512,37.475646704],[126.795760349,37.4758879],[126.795760075,37.476300744],[126.795760061,37.476322652],[126.795759596,37.477007668],[126.795759618,37.477029923],[126.795950467,37.477027458],[126.795950909,37.477154172],[126.795759747,37.477155407],[126.795760017,37.477418963],[126.795760017,37.477419065],[126.79576008,37.477482503],[126.795760642,37.478036185],[126.79576112,37.478505418],[126.79576112,37.478505679],[126.79576107,37.478567457],[126.795761035,37.478610987],[126.795760284,37.47956924],[126.796178926,37.479571281],[126.796180717,37.47851145],[126.796197365,37.478508804],[126.796204504,37.47737976],[126.796185034,37.476301692],[126.796525257,37.476302339],[126.796528604,37.475564083],[126.796528646,37.475517342],[126.79653011,37.475205371],[126.795942939,37.475204464],[126.795931006,37.473942885],[126.796390003,37.473365259],[126.796258917,37.473366177],[126.796261025,37.472506831],[126.796265428,37.471967377],[126.796253517,37.471409737]]]}",한식 일반 음식점업/두발 미용업/통신기기 소매업/김밥 및 기타 간이 음식점업/안경 및 렌즈 소매업/한식 육류 요리 전문점/부동산 중개 및 대리업/기타 주점업/간이 음식 포장 판매 전문점/컴퓨터 및 주변장치  소프트웨어 소매업/여자용 겉옷 소매업/셔츠 및 블라우스 소매업/가정용 직물제품 소매업/의약품 및 의료용품 소매업/중식 음식점업/치킨 전문점/치과의원/자동차 전문 수리업,120,37.4746924298899,126.795848841141,"POLYGON ((126.7962535170 37.4714097370, 126.7971866100 37.4714051500, 126.7974971750 37.4714032390, 126.7975066360 37.4708120270, 126.7967891490 37.4705237180, 126.7963685810 37.4703546050, 126.7963656130 37.4703592050, 126.7961193140 37.4707409450, 126.7960958070 37.4707773750, 126.7959895430 37.4709552150, 126.7959698400 37.4709881810, 126.7959327340 37.4710562660, 126.7958891170 37.4711535630, 126.7958495540 37.4712605790, 126.7958153300 37.4713576300, 126.7958029230 37.4714110560, 126.7957939140 37.4714498530, 126.7957815600 37.4715030720, 126.7957588280 37.4717023310, 126.7957587320 37.4718833530, 126.7957585780 37.4721623640, 126.7957583990 37.4725060310, 126.7957583940 37.4725138310, 126.7957582960 37.4726856020, 126.7957586430 37.4733631140, 126.7957586490 37.4733643480, 126.7957586500 37.4733649430, 126.7957586530 37.4733701470, 126.7957588930 37.4738445310, 126.7957588990 37.4738556190, 126.7957590420 37.4741329410, 126.7957590820 37.4741805090, 126.7957600880 37.4752043730, 126.7957601020 37.4752184910, 126.7957604390 37.4755680960, 126.7957604410 37.4755696080, 126.7957605120 37.4756464730, 126.7957605120 37.4756467040, 126.7957603490 37.4758879000, 126.7957600750 37.4763007440, 126.7957600610 37.4763226520, 126.7957595960 37.4770076680, 126.7957596180 37.4770299230, 126.7959504670 37.4770274580, 126.7959509090 37.4771541720, 126.7957597470 37.4771554070, 126.7957600170 37.4774189630, 126.7957600170 37.4774190650, 126.7957600800 37.4774825030, 126.7957606420 37.4780361850, 126.7957611200 37.4785054180, 126.7957611200 37.4785056790, 126.7957610700 37.4785674570, 126.7957610350 37.4786109870, 126.7957602840 37.4795692400, 126.7961789260 37.4795712810, 126.7961807170 37.4785114500, 126.7961973650 37.4785088040, 126.7962045040 37.4773797600, 126.7961850340 37.4763016920, 126.7965252570 37.4763023390, 126.7965286040 37.4755640830, 126.7965286460 37.4755173420, 126.7965301100 37.4752053710, 126.7959429390 37.4752044640, 126.7959310060 37.4739428850, 126.7963900030 37.4733652590, 126.7962589170 37.4733661770, 126.7962610250 37.4725068310, 126.7962654280 37.4719673770, 126.7962535170 37.4714097370))",30323532.7,2096.0,198.0,24644276.68,1738.0,167.0,27483904.689999998,1917.0,182.5
안양우체국,"{""type"":""Polygon"",""coordinates"":[[[126.952923644,37.391964396],[126.951093433,37.391339123],[126.950878281,37.391736681],[126.950860553,37.391769422],[126.950858555,37.391773121],[126.950858455,37.391773306],[126.95085183,37.39178553],[126.950851088,37.391786902],[126.952685052,37.392408076],[126.952262057,37.393193333],[126.954184886,37.393865085],[126.954618678,37.393080995],[126.954624457,37.393070549],[126.954627922,37.393064292],[126.954868795,37.392628894],[126.952935519,37.391968453],[126.952923644,37.391964396]]]}",화장품  비누 및 방향제 소매업/전자상거래 소매업/피부 미용업/여자용 겉옷 소매업/부동산 중개 및 대리업/한식 일반 음식점업/일반의원/기타 미용업/통신기기 소매업/두발 미용업/커피 전문점,150,37.3925184151951,126.953586150464,"POLYGON ((126.9529236440 37.3919643960, 126.9510934330 37.3913391230, 126.9508782810 37.3917366810, 126.9508605530 37.3917694220, 126.9508585550 37.3917731210, 126.9508584550 37.3917733060, 126.9508518300 37.3917855300, 126.9508510880 37.3917869020, 126.9526850520 37.3924080760, 126.9522620570 37.3931933330, 126.9541848860 37.3938650850, 126.9546186780 37.3930809950, 126.9546244570 37.3930705490, 126.9546279220 37.3930642920, 126.9548687950 37.3926288940, 126.9529355190 37.3919684530, 126.9529236440 37.3919643960))",75215486.35,179.0,21.0,26035229.630000003,179.0,7.0,50625357.989999995,179.0,14.0
사우중로74번길,"{""type"":""Polygon"",""coordinates"":[[[126.72255369,37.622093224],[126.722090917,37.621478345],[126.721730507,37.621646764],[126.721194988,37.620960139],[126.720661825,37.62122202],[126.72066748,37.621229214],[126.720736855,37.621317504],[126.720737094,37.621317809],[126.720973478,37.621619983],[126.720974,37.621620654],[126.721288563,37.622026714],[126.721893458,37.622805882],[126.721980713,37.622916726],[126.721981028,37.622917125],[126.721981635,37.622917902],[126.721981638,37.622917905],[126.72198164,37.622917908],[126.721981793,37.622918104],[126.721989781,37.622928392],[126.722534379,37.622705141],[126.722504754,37.622615845],[126.722171325,37.62226197],[126.72255369,37.622093224]]]}",부동산 중개 및 대리업/일반 교과학원/한식 일반 음식점업/두발 미용업/커피 전문점/외국어학원/치킨 전문점/김밥 및 기타 간이 음식점업/한의원/체인화 편의점/제과점업/한식 면 요리 전문점,157,37.6218373098447,126.721751442098,"POLYGON ((126.7225536900 37.6220932240, 126.7220909170 37.6214783450, 126.7217305070 37.6216467640, 126.7211949880 37.6209601390, 126.7206618250 37.6212220200, 126.7206674800 37.6212292140, 126.7207368550 37.6213175040, 126.7207370940 37.6213178090, 126.7209734780 37.6216199830, 126.7209740000 37.6216206540, 126.7212885630 37.6220267140, 126.7218934580 37.6228058820, 126.7219807130 37.6229167260, 126.7219810280 37.6229171250, 126.7219816350 37.6229179020, 126.7219816380 37.6229179050, 126.7219816400 37.6229179080, 126.7219817930 37.6229181040, 126.7219897810 37.6229283920, 126.7225343790 37.6227051410, 126.7225047540 37.6226158450, 126.7221713250 37.6222619700, 126.7225536900 37.6220932240))",13891857.49,983.0,34.0,6578401.63,323.0,22.0,10235129.56,653.0,28.0
수원지방법원안양지원우편출장소,"{""type"":""Polygon"",""coordinates"":[[[126.960279922,37.394477202],[126.959767891,37.394302319],[126.959515079,37.39476954],[126.96002077,37.394940531],[126.960548412,37.39511862],[126.961479615,37.395438785],[126.961950329,37.395599474],[126.962421767,37.39575904],[126.962692965,37.395850959],[126.962278606,37.396642088],[126.962922904,37.396864035],[126.963030016,37.396704804],[126.963425037,37.396099221],[126.963432545,37.39608771],[126.963432716,37.396087448],[126.963432766,37.396087372],[126.96368397,37.395702255],[126.963715107,37.395650395],[126.962689015,37.395299981],[126.962667183,37.395292524],[126.962662152,37.395290806],[126.961735638,37.394974383],[126.961732066,37.394973163],[126.960804233,37.394656277],[126.960279922,37.394477202]]]}",부동산 중개 및 대리업/커피 전문점/전자상거래 소매업/한식 일반 음식점업/화장품  비누 및 방향제 소매업/골프 연습장 운영업/체인화 편의점/통신기기 소매업/기타 의복 소매업/의복 액세서리 및 모조 장신구 소매업/화초 및 식물 소매업/피부 미용업,64,37.3955193887588,126.962523601024,"POLYGON ((126.9602799220 37.3944772020, 126.9597678910 37.3943023190, 126.9595150790 37.3947695400, 126.9600207700 37.3949405310, 126.9605484120 37.3951186200, 126.9614796150 37.3954387850, 126.9619503290 37.3955994740, 126.9624217670 37.3957590400, 126.9626929650 37.3958509590, 126.9622786060 37.3966420880, 126.9629229040 37.3968640350, 126.9630300160 37.3967048040, 126.9634250370 37.3960992210, 126.9634325450 37.3960877100, 126.9634327160 37.3960874480, 126.9634327660 37.3960873720, 126.9636839700 37.3957022550, 126.9637151070 37.3956503950, 126.9626890150 37.3952999810, 126.9626671830 37.3952925240, 126.9626621520 37.3952908060, 126.9617356380 37.3949743830, 126.9617320660 37.3949731630, 126.9608042330 37.3946562770, 126.9602799220 37.3944772020))",71130558.94,1612.0,22.0,8435153.57,442.0,3.0,39782856.254999995,1027.0,12.5
화신로,"{""type"":""Polygon"",""coordinates"":[[[126.833158259,37.629784953],[126.832635297,37.629839163],[126.832682756,37.630223129],[126.832096103,37.630292228],[126.832025017,37.629902397],[126.83199523,37.629905481],[126.831622026,37.629954162],[126.830151098,37.630174535],[126.830304501,37.6307727],[126.831161695,37.630668106],[126.831178821,37.630666019],[126.832455164,37.630505289],[126.833281589,37.630401202],[126.833158259,37.629784953]]]}",일반 교과학원/일반의원/전자상거래 소매업/커피 전문점/피부 미용업/두발 미용업/피자  햄버거  샌드위치 및 유사 음식점업/통신기기 소매업/부동산 중개 및 대리업/골프 연습장 운영업/김밥 및 기타 간이 음식점업/기타 스포츠 교육기관/치킨 전문점/한식 일반 음식점업/육류 소매업,171,37.6302558842046,126.831130666173,"POLYGON ((126.8331582590 37.6297849530, 126.8326352970 37.6298391630, 126.8326827560 37.6302231290, 126.8320961030 37.6302922280, 126.8320250170 37.6299023970, 126.8319952300 37.6299054810, 126.8316220260 37.6299541620, 126.8301510980 37.6301745350, 126.8303045010 37.6307727000, 126.8311616950 37.6306681060, 126.8311788210 37.6306660190, 126.8324551640 37.6305052890, 126.8332815890 37.6304012020, 126.8331582590 37.6297849530))",30397540.009999998,1873.0,30.0,8344801.91,581.0,6.0,19371170.96,1227.0,18.0
신현로_2,"{""type"":""Polygon"",""coordinates"":[[[127.151226952,37.359793716],[127.151180202,37.359693051],[127.151131636,37.359494464],[127.150117943,37.359793566],[127.14877153,37.359815438],[127.148448592,37.359797911],[127.147451349,37.360513297],[127.147487515,37.360528199],[127.149440974,37.361124737],[127.149489682,37.361051185],[127.14949786,37.361042479],[127.149503757,37.361032709],[127.149642197,37.360873263],[127.149657304,37.360850236],[127.149682576,37.360819717],[127.150003304,37.360506823],[127.150003944,37.360506202],[127.150149264,37.360365714],[127.150230075,37.36028759],[127.150283178,37.360250181],[127.150832549,37.35997183],[127.150842498,37.35996707],[127.151205561,37.359803362],[127.151226952,37.359793716]]]}",부동산 중개 및 대리업/한식 일반 음식점업/한식 면 요리 전문점/전자상거래 소매업/한식 육류 요리 전문점/화장품  비누 및 방향제 소매업/의약품 및 의료용품 소매업/피부 미용업/두발 미용업/슈퍼마켓/신선  냉동 및 기타 수산물 소매업/제과점업/치킨 전문점/김밥 및 기타 간이 음식점업/커피 전문점/체인화 편의점/일반의원/치과의원/당구장 운영업/노래 연습장 운영업/기타 미용업/가정용 세탁업,37,37.3603282215502,127.148948422581,"POLYGON ((127.1512269520 37.3597937160, 127.1511802020 37.3596930510, 127.1511316360 37.3594944640, 127.1501179430 37.3597935660, 127.1487715300 37.3598154380, 127.1484485920 37.3597979110, 127.1474513490 37.3605132970, 127.1474875150 37.3605281990, 127.1494409740 37.3611247370, 127.1494896820 37.3610511850, 127.1494978600 37.3610424790, 127.1495037570 37.3610327090, 127.1496421970 37.3608732630, 127.1496573040 37.3608502360, 127.1496825760 37.3608197170, 127.1500033040 37.3605068230, 127.1500039440 37.3605062020, 127.1501492640 37.3603657140, 127.1502300750 37.3602875900, 127.1502831780 37.3602501810, 127.1508325490 37.3599718300, 127.1508424980 37.3599670700, 127.1512055610 37.3598033620, 127.1512269520 37.3597937160))",9930966.81,437.0,49.0,4293346.4,15.0,21.0,7112156.605,226.0,35.0
세종로,"{""type"":""Polygon"",""coordinates"":[[[127.634488766,37.289773501],[127.63396947,37.289886349],[127.634126778,37.290199275],[127.634135438,37.29022008],[127.634368915,37.290920764],[127.634460904,37.291196827],[127.634468287,37.291235434],[127.634486886,37.291580277],[127.634482459,37.291624386],[127.634464713,37.291666303],[127.634199683,37.292105503],[127.634195727,37.292112058],[127.634161777,37.292152941],[127.633951224,37.292343842],[127.634207031,37.292596791],[127.634476904,37.292840078],[127.635396478,37.292724037],[127.6353932,37.292713703],[127.635292686,37.292396788],[127.635292361,37.29239575],[127.63523869,37.292222204],[127.635231992,37.292200547],[127.63511439,37.291820344],[127.63510504,37.291790114],[127.635104969,37.291789886],[127.635103857,37.291786268],[127.635011901,37.291488991],[127.635011533,37.291487785],[127.634816747,37.290838914],[127.634815007,37.290833118],[127.634759152,37.290647043],[127.634539765,37.289944186],[127.634539225,37.289942416],[127.634488766,37.289773501]]]}",두발 미용업/자동차 전문 수리업/기타 주점업/여관업/골프 연습장 운영업/안경 및 렌즈 소매업/피자  햄버거  샌드위치 및 유사 음식점업/커피 전문점/한식 일반 음식점업/한식 육류 요리 전문점,44,37.2913616938595,127.634724224655,"POLYGON ((127.6344887660 37.2897735010, 127.6339694700 37.2898863490, 127.6341267780 37.2901992750, 127.6341354380 37.2902200800, 127.6343689150 37.2909207640, 127.6344609040 37.2911968270, 127.6344682870 37.2912354340, 127.6344868860 37.2915802770, 127.6344824590 37.2916243860, 127.6344647130 37.2916663030, 127.6341996830 37.2921055030, 127.6341957270 37.2921120580, 127.6341617770 37.2921529410, 127.6339512240 37.2923438420, 127.6342070310 37.2925967910, 127.6344769040 37.2928400780, 127.6353964780 37.2927240370, 127.6353932000 37.2927137030, 127.6352926860 37.2923967880, 127.6352923610 37.2923957500, 127.6352386900 37.2922222040, 127.6352319920 37.2922005470, 127.6351143900 37.2918203440, 127.6351050400 37.2917901140, 127.6351049690 37.2917898860, 127.6351038570 37.2917862680, 127.6350119010 37.2914889910, 127.6350115330 37.2914877850, 127.6348167470 37.2908389140, 127.6348150070 37.2908331180, 127.6347591520 37.2906470430, 127.6345397650 37.2899441860, 127.6345392250 37.2899424160, 127.6344887660 37.2897735010))",6463161.07,676.0,115.0,1702394.86,125.0,34.0,4082777.9650000003,400.5,74.5
신구로12번길,"{""type"":""Polygon"",""coordinates"":[[[127.111589173,37.274085485],[127.111877477,37.273833607],[127.111864397,37.273822669],[127.111863938,37.273822284],[127.111403379,37.273434867],[127.111040403,37.273142736],[127.110721799,37.273562261],[127.109533847,37.273063938],[127.109513759,37.274082869],[127.110257827,37.274274024],[127.110788642,37.27447146],[127.111179648,37.274632083],[127.111618531,37.274105979],[127.111589173,37.274085485]]]}",기타 주점업/커피 전문점/의약품 및 의료용품 소매업/체인화 편의점/한식 일반 음식점업/의료용 기구 소매업/두발 미용업/당구장 운영업/한식 육류 요리 전문점/중식 음식점업/생맥주 전문점/기타 비알코올 음료점업/방문 교육학원/치과의원/노래 연습장 운영업/통신기기 소매업/기타 음ㆍ식료품 위주 종합 소매업,32,37.2739583085939,127.110626064424,"POLYGON ((127.1115891730 37.2740854850, 127.1118774770 37.2738336070, 127.1118643970 37.2738226690, 127.1118639380 37.2738222840, 127.1114033790 37.2734348670, 127.1110404030 37.2731427360, 127.1107217990 37.2735622610, 127.1095338470 37.2730639380, 127.1095137590 37.2740828690, 127.1102578270 37.2742740240, 127.1107886420 37.2744714600, 127.1111796480 37.2746320830, 127.1116185310 37.2741059790, 127.1115891730 37.2740854850))",16703513.219999999,829.0,112.0,4415763.109999999,320.0,38.0,10559638.165,574.5,75.0
주화로,"{""type"":""Polygon"",""coordinates"":[[[126.751518902,37.674193213],[126.751145469,37.673651292],[126.750212579,37.674065862],[126.749050472,37.674582277],[126.749416675,37.675109038],[126.751518902,37.674193213]]]}",한식 일반 음식점업/외국어학원/의약품 및 의료용품 소매업/기타 스포츠 교육기관/피자  햄버거  샌드위치 및 유사 음식점업/철물 및 난방용구 소매업/일반의원/부동산 중개 및 대리업/기타 예술학원/체력 단련시설 운영업/두발 미용업/체인화 편의점/가전제품 소매업/신발 소매업/서적  신문 및 잡지류 소매업/일식 음식점업/치킨 전문점/커피 전문점/일반 교과학원/태권도 및 무술 교육기관,32,37.6743877421864,126.750280282097,"POLYGON ((126.7515189020 37.6741932130, 126.7511454690 37.6736512920, 126.7502125790 37.6740658620, 126.7490504720 37.6745822770, 126.7494166750 37.6751090380, 126.7515189020 37.6741932130))",18814225.75,506.0,41.0,5505039.48,161.0,5.0,12159632.615,333.5,23.0
사우중로73번길,"{""type"":""Polygon"",""coordinates"":[[[126.720882948,37.622190081],[126.720588539,37.621810035],[126.720352537,37.621508348],[126.720283291,37.621420221],[126.720278451,37.621414063],[126.720129489,37.621476818],[126.71976646,37.621673922],[126.720152043,37.622185483],[126.720337907,37.62243246],[126.72035213,37.622449508],[126.72080521,37.623009664],[126.72095249,37.623212931],[126.720954807,37.62321179],[126.721476556,37.622954772],[126.720902897,37.622215833],[126.720882948,37.622190081]]]}",일반 교과학원/커피 전문점/두발 미용업/태권도 및 무술 교육기관/한식 일반 음식점업/한식 육류 요리 전문점/여자용 겉옷 소매업/방문 교육학원/기타 주점업/음악학원,56,37.6223241497585,126.720621701433,"POLYGON ((126.7208829480 37.6221900810, 126.7205885390 37.6218100350, 126.7203525370 37.6215083480, 126.7202832910 37.6214202210, 126.7202784510 37.6214140630, 126.7201294890 37.6214768180, 126.7197664600 37.6216739220, 126.7201520430 37.6221854830, 126.7203379070 37.6224324600, 126.7203521300 37.6224495080, 126.7208052100 37.6230096640, 126.7209524900 37.6232129310, 126.7209548070 37.6232117900, 126.7214765560 37.6229547720, 126.7209028970 37.6222158330, 126.7208829480 37.6221900810))",14193630.69,1309.0,25.0,1693526.52,271.0,6.0,7943578.6049999995,790.0,15.5
여술3길,"{""type"":""Polygon"",""coordinates"":[[[126.848086296,36.987687817],[126.848395842,36.987249269],[126.848771036,36.986717681],[126.84681603,36.985846223],[126.846264612,36.986604064],[126.84613232,36.986786738],[126.845766367,36.987292054],[126.845279074,36.987998869],[126.84551018,36.988102487],[126.845537391,36.988114691],[126.845550044,36.988120364],[126.845553708,36.988122007],[126.846734485,36.988651427],[126.846741976,36.988654786],[126.846762034,36.988663776],[126.847010983,36.988775394],[126.847188812,36.988853521],[126.84720255,36.988859558],[126.84724584,36.988878572],[126.847734782,36.988185656],[126.848086296,36.987687817]]]}",한식 일반 음식점업/기타 주점업/한식 육류 요리 전문점/중식 음식점업/두발 미용업/부동산 중개 및 대리업/치킨 전문점/김밥 및 기타 간이 음식점업/체인화 편의점/피자  햄버거  샌드위치 및 유사 음식점업,149,36.9874899432211,126.846927942634,"POLYGON ((126.8480862960 36.9876878170, 126.8483958420 36.9872492690, 126.8487710360 36.9867176810, 126.8468160300 36.9858462230, 126.8462646120 36.9866040640, 126.8461323200 36.9867867380, 126.8457663670 36.9872920540, 126.8452790740 36.9879988690, 126.8455101800 36.9881024870, 126.8455373910 36.9881146910, 126.8455500440 36.9881203640, 126.8455537080 36.9881220070, 126.8467344850 36.9886514270, 126.8467419760 36.9886547860, 126.8467620340 36.9886637760, 126.8470109830 36.9887753940, 126.8471888120 36.9888535210, 126.8472025500 36.9888595580, 126.8472458400 36.9888785720, 126.8477347820 36.9881856560, 126.8480862960 36.9876878170))",12492440.03,1005.0,203.0,5318431.39,537.0,132.0,8905435.709999999,771.0,167.5
광덕4로_2,"{""type"":""Polygon"",""coordinates"":[[[126.838488057,37.312685389],[126.837638151,37.312726893],[126.837665764,37.313086184],[126.837731093,37.313927352],[126.837324977,37.313949272],[126.836899455,37.313972128],[126.836824296,37.313128891],[126.836697481,37.313135296],[126.836790244,37.31423613],[126.836790283,37.314236568],[126.83679034,37.314237229],[126.836791043,37.314245618],[126.836791154,37.31424702],[126.836791309,37.314249118],[126.836823058,37.314677837],[126.838982507,37.314560397],[126.841592861,37.314418382],[126.841555817,37.313982807],[126.841555775,37.313982317],[126.841535021,37.31373827],[126.841428236,37.313743366],[126.841013339,37.313763243],[126.840599147,37.313783125],[126.839650815,37.313828187],[126.839585495,37.312985048],[126.839156807,37.31300788],[126.839129518,37.312650001],[126.83910279,37.31230142],[126.839095018,37.312199403],[126.839084835,37.312199952],[126.838776211,37.312216604],[126.838767772,37.31221706],[126.838459189,37.3122337],[126.83845116,37.312234133],[126.838458364,37.312323544],[126.838488057,37.312685389]]]}",한식 일반 음식점업/커피 전문점/한식 육류 요리 전문점/부동산 중개 및 대리업/한식 해산물 요리 전문점/전자상거래 소매업/노래 연습장 운영업/피부 미용업/기타 주점업/기타 미용업/치킨 전문점/김밥 및 기타 간이 음식점업,276,37.3134361817647,126.838656695338,"POLYGON ((126.8384880570 37.3126853890, 126.8376381510 37.3127268930, 126.8376657640 37.3130861840, 126.8377310930 37.3139273520, 126.8373249770 37.3139492720, 126.8368994550 37.3139721280, 126.8368242960 37.3131288910, 126.8366974810 37.3131352960, 126.8367902440 37.3142361300, 126.8367902830 37.3142365680, 126.8367903400 37.3142372290, 126.8367910430 37.3142456180, 126.8367911540 37.3142470200, 126.8367913090 37.3142491180, 126.8368230580 37.3146778370, 126.8389825070 37.3145603970, 126.8415928610 37.3144183820, 126.8415558170 37.3139828070, 126.8415557750 37.3139823170, 126.8415350210 37.3137382700, 126.8414282360 37.3137433660, 126.8410133390 37.3137632430, 126.8405991470 37.3137831250, 126.8396508150 37.3138281870, 126.8395854950 37.3129850480, 126.8391568070 37.3130078800, 126.8391295180 37.3126500010, 126.8391027900 37.3123014200, 126.8390950180 37.3121994030, 126.8390848350 37.3121999520, 126.8387762110 37.3122166040, 126.8387677720 37.3122170600, 126.8384591890 37.3122337000, 126.8384511600 37.3122341330, 126.8384583640 37.3123235440, 126.8384880570 37.3126853890))",28846697.490000002,1246.0,168.0,12730184.969999999,197.0,52.0,20788441.23,721.5,110.0
스노우맨,"{""type"":""Polygon"",""coordinates"":[[[127.277398468,37.656948498],[127.278217631,37.656842562],[127.278140696,37.65663091],[127.278461539,37.656561348],[127.278801887,37.656489089],[127.278876192,37.656716494],[127.279037692,37.656753521],[127.279374933,37.656636189],[127.277876313,37.655879173],[127.276716441,37.655400721],[127.274715357,37.654821924],[127.273835194,37.654719657],[127.27361411,37.655092796],[127.273088569,37.6554528],[127.272949901,37.655581472],[127.272897371,37.65562958],[127.272786897,37.655845152],[127.273052199,37.655987573],[127.273174861,37.656266525],[127.273422033,37.656525406],[127.273226949,37.657465237],[127.273591024,37.657503517],[127.273744579,37.657519666],[127.27436092,37.657584836],[127.27417012,37.658449232],[127.275286453,37.658599687],[127.275472342,37.657729064],[127.276557017,37.657856223],[127.277018624,37.657697986],[127.277410113,37.657392335],[127.277398468,37.656948498]]]}",한식 일반 음식점업/한식 육류 요리 전문점/두발 미용업/부동산 중개 및 대리업/치킨 전문점/김밥 및 기타 간이 음식점업/기타 주점업/통신기기 소매업/체인화 편의점/한식 해산물 요리 전문점/일반 교과학원/제과점업/커피 전문점/태권도 및 무술 교육기관/벽지  마루덮개 및 장판류 소매업/문구용품 및 회화용품 소매업/슈퍼마켓,130,37.6566842269045,127.275772977989,"POLYGON ((127.2773984680 37.6569484980, 127.2782176310 37.6568425620, 127.2781406960 37.6566309100, 127.2784615390 37.6565613480, 127.2788018870 37.6564890890, 127.2788761920 37.6567164940, 127.2790376920 37.6567535210, 127.2793749330 37.6566361890, 127.2778763130 37.6558791730, 127.2767164410 37.6554007210, 127.2747153570 37.6548219240, 127.2738351940 37.6547196570, 127.2736141100 37.6550927960, 127.2730885690 37.6554528000, 127.2729499010 37.6555814720, 127.2728973710 37.6556295800, 127.2727868970 37.6558451520, 127.2730521990 37.6559875730, 127.2731748610 37.6562665250, 127.2734220330 37.6565254060, 127.2732269490 37.6574652370, 127.2735910240 37.6575035170, 127.2737445790 37.6575196660, 127.2743609200 37.6575848360, 127.2741701200 37.6584492320, 127.2752864530 37.6585996870, 127.2754723420 37.6577290640, 127.2765570170 37.6578562230, 127.2770186240 37.6576979860, 127.2774101130 37.6573923350, 127.2773984680 37.6569484980))",13436867.28,4225.0,242.0,7215465.04,1327.0,105.0,10326166.16,2776.0,173.5
