상권명,다중지역정보,업종정보,점포수,위도,경도,wkt,price_202106_max,pop_202106_max,strc_202106_max,price_202106_min,pop_202106_min,strc_202106_min,price_202106_mean,pop_202106_mean,strc_202106_mean
기흥맛깔촌,"{""type"":""Polygon"",""coordinates"":[[[127.106353376,37.2665982],[127.106343307,37.266598802],[127.106262075,37.266603658],[127.106261166,37.266603711],[127.105856883,37.266626567],[127.105853644,37.266626731],[127.105585818,37.266638778],[127.105586604,37.266671012],[127.105603508,37.266900571],[127.105604154,37.266909351],[127.105607213,37.266950914],[127.105624563,37.26712667],[127.105642787,37.267311238],[127.10564315,37.267315589],[127.10565961,37.267556487],[127.105660202,37.267565154],[127.105663532,37.267613823],[127.105701526,37.268080448],[127.105733906,37.2684401],[127.105734267,37.26844506],[127.105744049,37.268621595],[127.105745544,37.268648638],[127.105745652,37.268650591],[127.105746658,37.268663647],[127.105770179,37.268969695],[127.105786168,37.269179921],[127.105794944,37.269295311],[127.105825036,37.269659271],[127.105830586,37.269726402],[127.105830608,37.269726676],[127.105843271,37.269883471],[127.106538707,37.27006658],[127.10919951,37.270767127],[127.109327821,37.270478501],[127.10944208,37.269900969],[127.1089351,37.269836899],[127.10880064,37.270334307],[127.10774573,37.270122782],[127.106599433,37.269892818],[127.106569845,37.269354473],[127.107017055,37.269436969],[127.107472695,37.269103334],[127.107458912,37.268957366],[127.108083141,37.268907997],[127.108101077,37.268850969],[127.107790893,37.268532407],[127.107316451,37.267442453],[127.106766624,37.267487873],[127.106753989,37.267364158],[127.106581478,37.267173628],[127.106583657,37.26698892],[127.106675175,37.266876973],[127.106839546,37.266801618],[127.1072379,37.266813066],[127.107224073,37.266700888],[127.107205376,37.266643021],[127.107184984,37.266579509],[127.107184717,37.266573702],[127.107168219,37.266574045],[127.107144464,37.266574544],[127.107135514,37.26657459],[127.107103731,37.266574248],[127.106807263,37.266571051],[127.10643128,37.266593543],[127.106353376,37.2665982]],[[127.106494236,37.268177411],[127.106506063,37.268309849],[127.105757755,37.268364186],[127.105713681,37.267889371],[127.106243411,37.267845495],[127.106271441,37.268187277],[127.106494236,37.268177411]]]}",한식 일반 음식점업/한식 육류 요리 전문점/치킨 전문점/노래 연습장 운영업/두발 미용업/기타 주점업/김밥 및 기타 간이 음식점업/철물 및 난방용구 소매업/부동산 중개 및 대리업/여관업,109,37.2687573519467,127.106881431527,"POLYGON ((127.1063533760 37.2665982000, 127.1063433070 37.2665988020, 127.1062620750 37.2666036580, 127.1062611660 37.2666037110, 127.1058568830 37.2666265670, 127.1058536440 37.2666267310, 127.1055858180 37.2666387780, 127.1055866040 37.2666710120, 127.1056035080 37.2669005710, 127.1056041540 37.2669093510, 127.1056072130 37.2669509140, 127.1056245630 37.2671266700, 127.1056427870 37.2673112380, 127.1056431500 37.2673155890, 127.1056596100 37.2675564870, 127.1056602020 37.2675651540, 127.1056635320 37.2676138230, 127.1057015260 37.2680804480, 127.1057339060 37.2684401000, 127.1057342670 37.2684450600, 127.1057440490 37.2686215950, 127.1057455440 37.2686486380, 127.1057456520 37.2686505910, 127.1057466580 37.2686636470, 127.1057701790 37.2689696950, 127.1057861680 37.2691799210, 127.1057949440 37.2692953110, 127.1058250360 37.2696592710, 127.1058305860 37.2697264020, 127.1058306080 37.2697266760, 127.1058432710 37.2698834710, 127.1065387070 37.2700665800, 127.1091995100 37.2707671270, 127.1093278210 37.2704785010, 127.1094420800 37.2699009690, 127.1089351000 37.2698368990, 127.1088006400 37.2703343070, 127.1077457300 37.2701227820, 127.1065994330 37.2698928180, 127.1065698450 37.2693544730, 127.1070170550 37.2694369690, 127.1074726950 37.2691033340, 127.1074589120 37.2689573660, 127.1080831410 37.2689079970, 127.1081010770 37.2688509690, 127.1077908930 37.2685324070, 127.1073164510 37.2674424530, 127.1067666240 37.2674878730, 127.1067539890 37.2673641580, 127.1065814780 37.2671736280, 127.1065836570 37.2669889200, 127.1066751750 37.2668769730, 127.1068395460 37.2668016180, 127.1072379000 37.2668130660, 127.1072240730 37.2667008880, 127.1072053760 37.2666430210, 127.1071849840 37.2665795090, 127.1071847170 37.2665737020, 127.1071682190 37.2665740450, 127.1071444640 37.2665745440, 127.1071355140 37.2665745900, 127.1071037310 37.2665742480, 127.1068072630 37.2665710510, 127.1064312800 37.2665935430, 127.1063533760 37.2665982000), (127.1064942360 37.2681774110, 127.1065060630 37.2683098490, 127.1057577550 37.2683641860, 127.1057136810 37.2678893710, 127.1062434110 37.2678454950, 127.1062714410 37.2681872770, 127.1064942360 37.2681774110))",19850477.38,2055.0,220.0,7556630.71,747.0,73.0,13703554.045,1401.0,146.5
풍덕천로96번길,"{""type"":""Polygon"",""coordinates"":[[[127.094594873,37.320554528],[127.093049988,37.319636583],[127.092890021,37.319833598],[127.092761333,37.319980165],[127.093850538,37.320620386],[127.093144518,37.321415196],[127.093628216,37.32167756],[127.093628822,37.321677917],[127.093756477,37.321529207],[127.093758184,37.321527246],[127.093759423,37.321525843],[127.094004589,37.321246648],[127.094024529,37.321223033],[127.094336654,37.320853422],[127.094338006,37.320851839],[127.094555197,37.320600454],[127.094564039,37.320590215],[127.094594873,37.320554528]]]}",가정용 세탁업/제과점업/한식 일반 음식점업/한식 면 요리 전문점/체인화 편의점/의약품 및 의료용품 소매업/커피 전문점/피부 미용업/일식 음식점업/기타 예술학원/한식 육류 요리 전문점,10,37.3207361137247,127.094092862168,"POLYGON ((127.0945948730 37.3205545280, 127.0930499880 37.3196365830, 127.0928900210 37.3198335980, 127.0927613330 37.3199801650, 127.0938505380 37.3206203860, 127.0931445180 37.3214151960, 127.0936282160 37.3216775600, 127.0936288220 37.3216779170, 127.0937564770 37.3215292070, 127.0937581840 37.3215272460, 127.0937594230 37.3215258430, 127.0940045890 37.3212466480, 127.0940245290 37.3212230330, 127.0943366540 37.3208534220, 127.0943380060 37.3208518390, 127.0945551970 37.3206004540, 127.0945640390 37.3205902150, 127.0945948730 37.3205545280))",16816292.25,1327.0,62.0,2108306.25,136.0,10.0,9462299.25,731.5,36.0
발안초등학교,"{""type"":""Polygon"",""coordinates"":[[[126.913690283,37.123792967],[126.91330204,37.123948977],[126.913080792,37.124124919],[126.910419734,37.129013498],[126.90989268,37.129525905],[126.909922598,37.129567845],[126.90994247,37.1295957],[126.909989666,37.129661855],[126.91000131,37.129680635],[126.910160245,37.129979476],[126.910168638,37.12999801],[126.91030904,37.130370477],[126.910341257,37.130455938],[126.910345497,37.130468912],[126.910432328,37.130781702],[126.910522718,37.130787141],[126.910529353,37.13078762],[126.910746976,37.130805915],[126.911047416,37.13083117],[126.911104289,37.13083595],[126.911109667,37.130836455],[126.911991411,37.130927788],[126.911995212,37.130928208],[126.912300196,37.130964039],[126.912598097,37.130999044],[126.912771978,37.131019475],[126.91277342,37.131019648],[126.912810915,37.131024253],[126.912823427,37.131025793],[126.912905817,37.131035925],[126.913384242,37.131094728],[126.913435165,37.131100723],[126.913476925,37.131105643],[126.913579771,37.13111776],[126.91418106,37.131188567],[126.914187777,37.131189441],[126.914524454,37.131237454],[126.914883124,37.131288595],[126.91507322,37.13131226],[126.915016483,37.130287459],[126.914878315,37.129301241],[126.914877426,37.129293327],[126.914624388,37.126301306],[126.914440417,37.125487986],[126.914206522,37.124927307],[126.913690283,37.123792967]]]}",한식 일반 음식점업/커피 전문점/노래 연습장 운영업/치킨 전문점/두발 미용업/한식 육류 요리 전문점/중식 음식점업/자동차 전문 수리업/서양식 음식점업/체인화 편의점/피부 미용업,135,37.1276577354243,126.912948851822,"POLYGON ((126.9136902830 37.1237929670, 126.9133020400 37.1239489770, 126.9130807920 37.1241249190, 126.9104197340 37.1290134980, 126.9098926800 37.1295259050, 126.9099225980 37.1295678450, 126.9099424700 37.1295957000, 126.9099896660 37.1296618550, 126.9100013100 37.1296806350, 126.9101602450 37.1299794760, 126.9101686380 37.1299980100, 126.9103090400 37.1303704770, 126.9103412570 37.1304559380, 126.9103454970 37.1304689120, 126.9104323280 37.1307817020, 126.9105227180 37.1307871410, 126.9105293530 37.1307876200, 126.9107469760 37.1308059150, 126.9110474160 37.1308311700, 126.9111042890 37.1308359500, 126.9111096670 37.1308364550, 126.9119914110 37.1309277880, 126.9119952120 37.1309282080, 126.9123001960 37.1309640390, 126.9125980970 37.1309990440, 126.9127719780 37.1310194750, 126.9127734200 37.1310196480, 126.9128109150 37.1310242530, 126.9128234270 37.1310257930, 126.9129058170 37.1310359250, 126.9133842420 37.1310947280, 126.9134351650 37.1311007230, 126.9134769250 37.1311056430, 126.9135797710 37.1311177600, 126.9141810600 37.1311885670, 126.9141877770 37.1311894410, 126.9145244540 37.1312374540, 126.9148831240 37.1312885950, 126.9150732200 37.1313122600, 126.9150164830 37.1302874590, 126.9148783150 37.1293012410, 126.9148774260 37.1292933270, 126.9146243880 37.1263013060, 126.9144404170 37.1254879860, 126.9142065220 37.1249273070, 126.9136902830 37.1237929670))",30880350.3,2167.0,298.0,16343520.81,1159.0,202.0,23611935.555,1663.0,250.0
CGV부천역,"{""type"":""Polygon"",""coordinates"":[[[126.78255565,37.484426386],[126.782550166,37.484400371],[126.782549504,37.484343997],[126.782570735,37.484290219],[126.782601756,37.484255516],[126.780211186,37.484593022],[126.780031801,37.484618346],[126.779202146,37.484735465],[126.778683839,37.484808629],[126.777938429,37.484913847],[126.778361344,37.484892249],[126.77868847,37.484831428],[126.778953579,37.484781793],[126.779013582,37.485003166],[126.779078593,37.485242613],[126.779195877,37.4857225],[126.778317799,37.485853094],[126.778346769,37.48596208],[126.779004396,37.486241999],[126.779008539,37.486263305],[126.779759351,37.48615487],[126.781300816,37.485932232],[126.782826629,37.485711833],[126.7828124,37.485644333],[126.782774939,37.485466622],[126.782737467,37.485288855],[126.782735789,37.485280881],[126.782727866,37.485243297],[126.782722786,37.485219201],[126.782713506,37.485175182],[126.78255565,37.484426386]]]}",한식 일반 음식점업/피부 미용업/기타 주점업/기타 미용업/두발 미용업/한식 육류 요리 전문점/전자상거래 소매업/셔츠 및 블라우스 소매업/여관업/커피 전문점,442,37.4852617612245,126.780907455411,"POLYGON ((126.7825556500 37.4844263860, 126.7825501660 37.4844003710, 126.7825495040 37.4843439970, 126.7825707350 37.4842902190, 126.7826017560 37.4842555160, 126.7802111860 37.4845930220, 126.7800318010 37.4846183460, 126.7792021460 37.4847354650, 126.7786838390 37.4848086290, 126.7779384290 37.4849138470, 126.7783613440 37.4848922490, 126.7786884700 37.4848314280, 126.7789535790 37.4847817930, 126.7790135820 37.4850031660, 126.7790785930 37.4852426130, 126.7791958770 37.4857225000, 126.7783177990 37.4858530940, 126.7783467690 37.4859620800, 126.7790043960 37.4862419990, 126.7790085390 37.4862633050, 126.7797593510 37.4861548700, 126.7813008160 37.4859322320, 126.7828266290 37.4857118330, 126.7828124000 37.4856443330, 126.7827749390 37.4854666220, 126.7827374670 37.4852888550, 126.7827357890 37.4852808810, 126.7827278660 37.4852432970, 126.7827227860 37.4852192010, 126.7827135060 37.4851751820, 126.7825556500 37.4844263860))",49304925.5,1954.0,233.0,22168033.130000003,150.0,55.0,35736479.315,1052.0,144.0
신산우체국,"{""type"":""Polygon"",""coordinates"":[[[126.974958611,37.895055073],[126.97469713,37.894771238],[126.973989347,37.89400374],[126.973324907,37.89467201],[126.973620366,37.895041737],[126.972754173,37.895832696],[126.97238902,37.895569351],[126.97153719,37.896475865],[126.97172122,37.896554055],[126.971991174,37.896534448],[126.97284765,37.897340983],[126.972577788,37.897584151],[126.972716051,37.897964899],[126.972778134,37.897997538],[126.974248263,37.897189876],[126.974284137,37.897139507],[126.97511768,37.896730612],[126.975236795,37.896852719],[126.97605954,37.896915618],[126.976124794,37.896590702],[126.976749715,37.896338783],[126.976164479,37.895494088],[126.976075974,37.895214011],[126.975982841,37.895217144],[126.975449874,37.894755822],[126.974958611,37.895055073]]]}",한식 일반 음식점업/두발 미용업/한식 육류 요리 전문점/기타 주점업/체인화 편의점/제과점업/노래 연습장 운영업/커피 전문점/중식 음식점업/김밥 및 기타 간이 음식점업/문구용품 및 회화용품 소매업/피자  햄버거  샌드위치 및 유사 음식점업/치킨 전문점/태권도 및 무술 교육기관,114,37.896085645079,126.974239522045,"POLYGON ((126.9749586110 37.8950550730, 126.9746971300 37.8947712380, 126.9739893470 37.8940037400, 126.9733249070 37.8946720100, 126.9736203660 37.8950417370, 126.9727541730 37.8958326960, 126.9723890200 37.8955693510, 126.9715371900 37.8964758650, 126.9717212200 37.8965540550, 126.9719911740 37.8965344480, 126.9728476500 37.8973409830, 126.9725777880 37.8975841510, 126.9727160510 37.8979648990, 126.9727781340 37.8979975380, 126.9742482630 37.8971898760, 126.9742841370 37.8971395070, 126.9751176800 37.8967306120, 126.9752367950 37.8968527190, 126.9760595400 37.8969156180, 126.9761247940 37.8965907020, 126.9767497150 37.8963387830, 126.9761644790 37.8954940880, 126.9760759740 37.8952140110, 126.9759828410 37.8952171440, 126.9754498740 37.8947558220, 126.9749586110 37.8950550730))",6887063.7,1197.0,298.0,3969275.85,730.0,212.0,5428169.775,963.5,255.0
영창로_1,"{""type"":""Polygon"",""coordinates"":[[[127.441453056,37.280586476],[127.441042591,37.280545725],[127.440612684,37.280563734],[127.440448696,37.280591069],[127.440458857,37.280732176],[127.439587272,37.280886884],[127.439543898,37.28066443],[127.439535703,37.280664771],[127.439525313,37.280665211],[127.43948431,37.280663963],[127.439478947,37.280663407],[127.439090407,37.280623529],[127.439065064,37.28061974],[127.438640002,37.280535854],[127.438567604,37.280521565],[127.438531409,37.280514423],[127.438209317,37.280450849],[127.438483333,37.28147462],[127.438483913,37.281476785],[127.438539174,37.281682975],[127.43854163,37.281693722],[127.438554671,37.281762512],[127.438703091,37.281751342],[127.439575105,37.28163509],[127.439583209,37.281634015],[127.439601556,37.281631586],[127.440319672,37.281536497],[127.44034792,37.281532778],[127.440655017,37.281492256],[127.440690011,37.281487638],[127.440690325,37.281487591],[127.44101008,37.281445297],[127.441925608,37.281318383],[127.4419483,37.281315237],[127.44195739,37.281313972],[127.442749685,37.281204067],[127.442728623,37.281125975],[127.442655629,37.280855201],[127.442655435,37.280854478],[127.442654873,37.280852398],[127.442596645,37.280636438],[127.442512576,37.280646587],[127.44247794,37.280648608],[127.442079983,37.280647274],[127.442053217,37.280645909],[127.441732764,37.280614204],[127.441703158,37.280611275],[127.441660308,37.280607028],[127.441625439,37.280603576],[127.441523847,37.280593504],[127.441453056,37.280586476]]]}",한식 일반 음식점업/두발 미용업/김밥 및 기타 간이 음식점업/여자용 겉옷 소매업/채소  과실 및 뿌리작물 소매업/기타 주점업/한식 육류 요리 전문점/피부 미용업/육류 소매업/셔츠 및 블라우스 소매업,298,37.2810087864995,127.44052782839,"POLYGON ((127.4414530560 37.2805864760, 127.4410425910 37.2805457250, 127.4406126840 37.2805637340, 127.4404486960 37.2805910690, 127.4404588570 37.2807321760, 127.4395872720 37.2808868840, 127.4395438980 37.2806644300, 127.4395357030 37.2806647710, 127.4395253130 37.2806652110, 127.4394843100 37.2806639630, 127.4394789470 37.2806634070, 127.4390904070 37.2806235290, 127.4390650640 37.2806197400, 127.4386400020 37.2805358540, 127.4385676040 37.2805215650, 127.4385314090 37.2805144230, 127.4382093170 37.2804508490, 127.4384833330 37.2814746200, 127.4384839130 37.2814767850, 127.4385391740 37.2816829750, 127.4385416300 37.2816937220, 127.4385546710 37.2817625120, 127.4387030910 37.2817513420, 127.4395751050 37.2816350900, 127.4395832090 37.2816340150, 127.4396015560 37.2816315860, 127.4403196720 37.2815364970, 127.4403479200 37.2815327780, 127.4406550170 37.2814922560, 127.4406900110 37.2814876380, 127.4406903250 37.2814875910, 127.4410100800 37.2814452970, 127.4419256080 37.2813183830, 127.4419483000 37.2813152370, 127.4419573900 37.2813139720, 127.4427496850 37.2812040670, 127.4427286230 37.2811259750, 127.4426556290 37.2808552010, 127.4426554350 37.2808544780, 127.4426548730 37.2808523980, 127.4425966450 37.2806364380, 127.4425125760 37.2806465870, 127.4424779400 37.2806486080, 127.4420799830 37.2806472740, 127.4420532170 37.2806459090, 127.4417327640 37.2806142040, 127.4417031580 37.2806112750, 127.4416603080 37.2806070280, 127.4416254390 37.2806035760, 127.4415238470 37.2805935040, 127.4414530560 37.2805864760))",23252104.32,873.0,262.0,10261238.97,319.0,107.0,16756671.645,596.0,184.5
공단1대로_2,"{""type"":""Polygon"",""coordinates"":[[[126.724145748,37.335821552],[126.722143418,37.337063165],[126.723676264,37.338640658],[126.723689201,37.338632663],[126.723729966,37.338607464],[126.725232694,37.337678519],[126.72528127,37.337648494],[126.725281835,37.337648145],[126.725674394,37.337407078],[126.724145748,37.335821552]]]}",부동산 중개 및 대리업/한식 일반 음식점업/기타 의복 소매업/가전제품 수리업/전기용품 및 조명장치 소매업/컴퓨터 및 주변장치  소프트웨어 소매업/중식 음식점업/전자상거래 소매업/철물 및 난방용구 소매업/체인화 편의점/통신기기 소매업/속옷 및 잠옷 소매업/가정용 직물제품 소매업/섬유 원단  실 및 기타 섬유제품 소매업/페인트  창호 및 기타 건설자재 소매업/문구용품 및 회화용품 소매업/운동 및 경기용품 소매업/자전거 및 기타 운송장비 소매업/한식 육류 요리 전문점/커피 전문점/치과의원,60,37.3372351364671,126.723909542352,"POLYGON ((126.7241457480 37.3358215520, 126.7221434180 37.3370631650, 126.7236762640 37.3386406580, 126.7236892010 37.3386326630, 126.7237299660 37.3386074640, 126.7252326940 37.3376785190, 126.7252812700 37.3376484940, 126.7252818350 37.3376481450, 126.7256743940 37.3374070780, 126.7241457480 37.3358215520))",6816468.649999999,21.0,54.0,978800.08,21.0,23.0,3897634.3649999998,21.0,38.5
상동역_1번출구,"{""type"":""Polygon"",""coordinates"":[[[126.757627636,37.506974795],[126.758466384,37.506870805],[126.758247964,37.506067735],[126.758119041,37.505594013],[126.755958373,37.505887325],[126.755948882,37.505888449],[126.755841733,37.505899291],[126.755809949,37.505902506],[126.755547944,37.505929007],[126.755539887,37.505929706],[126.754983101,37.505969937],[126.754977776,37.505970271],[126.754124079,37.506015789],[126.754108381,37.506016191],[126.753640783,37.50601521],[126.753638376,37.506015195],[126.753407935,37.506012758],[126.753617323,37.507023704],[126.753708175,37.507458902],[126.754326739,37.507382898],[126.755340757,37.507258297],[126.756049163,37.507170476],[126.756098433,37.507164368],[126.756099397,37.50716425],[126.756100092,37.507164167],[126.757627636,37.506974795]]]}",일반 교과학원/한식 일반 음식점업/기타 주점업/기타 의복 소매업/한식 육류 요리 전문점/셔츠 및 블라우스 소매업/커피 전문점/여자용 겉옷 소매업/한식 해산물 요리 전문점/두발 미용업,556,37.506464277448,126.755928790863,"POLYGON ((126.7576276360 37.5069747950, 126.7584663840 37.5068708050, 126.7582479640 37.5060677350, 126.7581190410 37.5055940130, 126.7559583730 37.5058873250, 126.7559488820 37.5058884490, 126.7558417330 37.5058992910, 126.7558099490 37.5059025060, 126.7555479440 37.5059290070, 126.7555398870 37.5059297060, 126.7549831010 37.5059699370, 126.7549777760 37.5059702710, 126.7541240790 37.5060157890, 126.7541083810 37.5060161910, 126.7536407830 37.5060152100, 126.7536383760 37.5060151950, 126.7534079350 37.5060127580, 126.7536173230 37.5070237040, 126.7537081750 37.5074589020, 126.7543267390 37.5073828980, 126.7553407570 37.5072582970, 126.7560491630 37.5071704760, 126.7560984330 37.5071643680, 126.7560993970 37.5071642500, 126.7561000920 37.5071641670, 126.7576276360 37.5069747950))",60334296.589999996,319.0,27.0,40630615.589999996,319.0,23.0,50482456.089999996,319.0,25.0
남양주시청,"{""type"":""Polygon"",""coordinates"":[[[127.211909103,37.634701859],[127.211847609,37.634683519],[127.211828118,37.634676862],[127.21144033,37.634526963],[127.211434739,37.634524725],[127.210297278,37.634053705],[127.209785347,37.633865438],[127.20939175,37.633756625],[127.209358451,37.633749283],[127.20914819,37.633702921],[127.20893841,37.633668317],[127.208507636,37.633618496],[127.207977121,37.633558692],[127.207052224,37.633453741],[127.207309092,37.633929049],[127.207338665,37.633983777],[127.207339105,37.633984597],[127.207384539,37.634069836],[127.207638801,37.634546856],[127.207698301,37.634648668],[127.207799054,37.634821069],[127.207906052,37.635001154],[127.208014585,37.635170017],[127.208022176,37.635183091],[127.208038475,37.635214394],[127.208103092,37.635326237],[127.208136594,37.635384223],[127.208139791,37.635390025],[127.208289716,37.635675568],[127.208393626,37.635625836],[127.208576857,37.635408559],[127.208937728,37.63530116],[127.209022462,37.635190222],[127.209253437,37.635212042],[127.20933585,37.635119672],[127.210169672,37.635287999],[127.210395465,37.634862074],[127.211096853,37.635064988],[127.211191635,37.635008179],[127.211868722,37.635232889],[127.211875234,37.635622635],[127.212831512,37.63616682],[127.212863482,37.63629149],[127.212917004,37.636286215],[127.213699556,37.636180482],[127.214275785,37.636064925],[127.214480813,37.636298871],[127.215392744,37.636280713],[127.216809677,37.636321084],[127.217576023,37.636849893],[127.218553662,37.636203102],[127.21774951,37.635700517],[127.217659421,37.635522445],[127.217360005,37.635463107],[127.217358941,37.635462894],[127.216408166,37.635270572],[127.215804782,37.635198796],[127.215109708,37.635129543],[127.214395902,37.635069416],[127.214372891,37.635067478],[127.214368532,37.635067076],[127.21367331,37.634997658],[127.213672288,37.634997554],[127.2130231,37.634930343],[127.212841576,37.634914245],[127.212820482,37.634911569],[127.212596875,37.634874529],[127.212580433,37.634871291],[127.212358142,37.634820431],[127.212353309,37.634819279],[127.212059037,37.634746269],[127.212046956,37.634742972],[127.212026181,37.634736776],[127.211909103,37.634701859]],[[127.212741709,37.635818192],[127.212303503,37.63577191],[127.212336214,37.635624582],[127.212403104,37.63562728],[127.212383534,37.63546834],[127.213550108,37.635577476],[127.21352181,37.63567584],[127.212741709,37.635818192]],[[127.209081467,37.634398823],[127.209037025,37.634617029],[127.208778031,37.634566301],[127.208827502,37.634408386],[127.209081467,37.634398823]]]}",한식 일반 음식점업/두발 미용업/김밥 및 기타 간이 음식점업/일반의원/의약품 및 의료용품 소매업/치킨 전문점/육류 소매업/당구장 운영업/통신기기 소매업/한식 육류 요리 전문점/노래 연습장 운영업/여자용 겉옷 소매업,202,37.6351464649167,127.213432312788,"POLYGON ((127.2119091030 37.6347018590, 127.2118476090 37.6346835190, 127.2118281180 37.6346768620, 127.2114403300 37.6345269630, 127.2114347390 37.6345247250, 127.2102972780 37.6340537050, 127.2097853470 37.6338654380, 127.2093917500 37.6337566250, 127.2093584510 37.6337492830, 127.2091481900 37.6337029210, 127.2089384100 37.6336683170, 127.2085076360 37.6336184960, 127.2079771210 37.6335586920, 127.2070522240 37.6334537410, 127.2073090920 37.6339290490, 127.2073386650 37.6339837770, 127.2073391050 37.6339845970, 127.2073845390 37.6340698360, 127.2076388010 37.6345468560, 127.2076983010 37.6346486680, 127.2077990540 37.6348210690, 127.2079060520 37.6350011540, 127.2080145850 37.6351700170, 127.2080221760 37.6351830910, 127.2080384750 37.6352143940, 127.2081030920 37.6353262370, 127.2081365940 37.6353842230, 127.2081397910 37.6353900250, 127.2082897160 37.6356755680, 127.2083936260 37.6356258360, 127.2085768570 37.6354085590, 127.2089377280 37.6353011600, 127.2090224620 37.6351902220, 127.2092534370 37.6352120420, 127.2093358500 37.6351196720, 127.2101696720 37.6352879990, 127.2103954650 37.6348620740, 127.2110968530 37.6350649880, 127.2111916350 37.6350081790, 127.2118687220 37.6352328890, 127.2118752340 37.6356226350, 127.2128315120 37.6361668200, 127.2128634820 37.6362914900, 127.2129170040 37.6362862150, 127.2136995560 37.6361804820, 127.2142757850 37.6360649250, 127.2144808130 37.6362988710, 127.2153927440 37.6362807130, 127.2168096770 37.6363210840, 127.2175760230 37.6368498930, 127.2185536620 37.6362031020, 127.2177495100 37.6357005170, 127.2176594210 37.6355224450, 127.2173600050 37.6354631070, 127.2173589410 37.6354628940, 127.2164081660 37.6352705720, 127.2158047820 37.6351987960, 127.2151097080 37.6351295430, 127.2143959020 37.6350694160, 127.2143728910 37.6350674780, 127.2143685320 37.6350670760, 127.2136733100 37.6349976580, 127.2136722880 37.6349975540, 127.2130231000 37.6349303430, 127.2128415760 37.6349142450, 127.2128204820 37.6349115690, 127.2125968750 37.6348745290, 127.2125804330 37.6348712910, 127.2123581420 37.6348204310, 127.2123533090 37.6348192790, 127.2120590370 37.6347462690, 127.2120469560 37.6347429720, 127.2120261810 37.6347367760, 127.2119091030 37.6347018590), (127.2127417090 37.6358181920, 127.2123035030 37.6357719100, 127.2123362140 37.6356245820, 127.2124031040 37.6356272800, 127.2123835340 37.6354683400, 127.2135501080 37.6355774760, 127.2135218100 37.6356758400, 127.2127417090 37.6358181920), (127.2090814670 37.6343988230, 127.2090370250 37.6346170290, 127.2087780310 37.6345663010, 127.2088275020 37.6344083860, 127.2090814670 37.6343988230))",35758309.12,1717.0,234.0,21014860.94,1357.0,151.0,28386585.03,1537.0,192.5
롯데마트시화점,"{""type"":""Polygon"",""coordinates"":[[[126.728788203,37.338867086],[126.731501576,37.337195307],[126.729740102,37.335357142],[126.729694073,37.335385231],[126.728886868,37.335877817],[126.727081805,37.336994063],[126.727010763,37.337038609],[126.727026714,37.337055019],[126.728788203,37.338867086]]]}",한식 일반 음식점업/여자용 겉옷 소매업/부동산 중개 및 대리업/의약품 및 의료용품 소매업/자동차 전문 수리업/커피 전문점/체인화 편의점/기타 음ㆍ식료품 위주 종합 소매업/자동차 세차업/운동 및 경기용품 소매업/남자용 겉옷 소매업/김밥 및 기타 간이 음식점업/화장품  비누 및 방향제 소매업,55,37.3371251854447,126.729264594509,"POLYGON ((126.7287882030 37.3388670860, 126.7315015760 37.3371953070, 126.7297401020 37.3353571420, 126.7296940730 37.3353852310, 126.7288868680 37.3358778170, 126.7270818050 37.3369940630, 126.7270107630 37.3370386090, 126.7270267140 37.3370550190, 126.7287882030 37.3388670860))",15159059.02,637.0,40.0,9103841.11,332.0,23.0,12131450.065,484.5,31.5
